Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Quarter,Week_of_Year,Is_Weekend,Sales_Lag_4,Sales_Rolling_Mean_8,Sales_Change_Pct,Store_mean,Store_median,Store_std,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Record_ID
1,2010-07-05,1603955.12,0,0.7048821,-1.0955445,0.99833864,-0.10577039,2010,3,27,False,1643690.9,1582915.7225,-0.024174727742302227,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,11
1,2010-08-10,1508239.93,0,0.23117253,-1.5470561,1.0343009,-0.08685817,2010,3,32,False,1554806.68,1578925.2725,-0.029950186475916074,1601845.140877193,1603955.12,89168.47034180317,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
1,2010-09-04,1545418.53,0,0.3372351,-1.2408329,1.0055705,-0.10577039,2010,3,35,True,1551659.28,1578598.36625,-0.0040219847749050075,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13
1,2010-09-07,1546074.18,0,1.1406729,-1.5269393,1.0179828,-0.119009,2010,3,36,False,1605491.78,1569917.05,-0.03700897179305407,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,14
1,2010-10-09,1507460.69,1,1.0423039,-1.5604674,1.0278703,-0.119009,2010,4,40,True,1603955.12,1552888.27375,-0.060160305482861776,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,15
1,2010-10-12,1682614.26,0,-0.7360303,-1.0776628,1.027123,-0.08685817,2010,4,41,False,1508239.93,1568864.22125,0.11561445001658321,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,16
1,2010-11-06,1542561.09,0,1.1379251,-1.4688239,1.026871,-0.10577039,2010,4,44,True,1545418.53,1567726.9474999998,-0.0018489748534333827,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,17
1,2010-12-02,1641957.44,1,-1.165776,-1.5604674,1.0214022,0.0820926,2010,4,48,False,1546074.18,1572285.155,0.06201724421786792,1601845.140877193,1603955.12,89168.47034180317,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,18
1,2010-12-03,1439541.59,0,-0.10624936,-1.4710591,1.024942,0.0820926,2010,4,48,False,1507460.69,1551733.46375,-0.04505530422819837,1601845.140877193,1603955.12,89168.47034180317,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
1,2010-12-11,1494479.49,0,-0.0062317993,-1.3347116,1.0408756,-0.08685817,2010,4,49,True,1682614.26,1550013.4087500002,-0.1118109922591527,1601845.140877193,1603955.12,89168.47034180317,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20
1,2011-01-04,1495064.75,0,-0.03041187,0.44451228,1.1133031,-0.18520239,2011,1,1,False,1542561.09,1543719.18625,-0.03079057309814559,1601845.140877193,1603955.12,89168.47034180317,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,21
1,2011-01-07,1488538.09,0,1.4192933,0.44451228,1.1221728,-0.008686908,2011,1,1,False,1641957.44,1536527.175,-0.09343686155470621,1601845.140877193,1603955.12,89168.47034180317,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22
1,2011-02-09,1550229.22,0,1.54459,0.46462914,1.137843,-0.008686908,2011,1,6,False,1439541.59,1541873.24125,0.07689088718860826,1601845.140877193,1603955.12,89168.47034180317,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23
1,2011-02-12,1584083.95,0,-0.59424716,-0.34228015,1.2124271,-0.06920638,2011,1,6,True,1494479.49,1529556.9525000001,0.05995696869684042,1601845.140877193,1603955.12,89168.47034180317,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24
1,2011-03-06,1635078.41,0,1.2791587,0.8356733,1.1244609,-0.18520239,2011,1,9,True,1495064.75,1541121.6175000002,0.0936505659704705,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,25
1,2011-04-02,1606629.58,0,-0.9591464,-0.7513228,1.0552664,-0.14737764,2011,2,13,True,1488538.09,1536705.635,0.07933387179900775,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26
1,2011-04-03,1636263.41,0,-0.00788044,-0.08299629,1.0873858,-0.14737764,2011,2,13,True,1550229.22,1561295.8625,0.05549772181432622,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,27
1,2011-04-11,1697229.58,0,-0.2606721,0.015352771,1.189999,-0.06920638,2011,2,15,False,1584083.95,1586639.62375,0.0714265364534501,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,28
1,2011-05-08,1624383.75,0,1.5627251,0.8021452,1.1313877,-0.008686908,2011,2,18,True,1635078.41,1602804.49875,-0.0065407627760187825,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,29
1,2011-06-05,1629391.28,0,0.26854172,1.298361,1.1378142,-0.18520239,2011,2,22,True,1606629.58,1620411.1475,0.014167360220020297,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,30
1,2011-07-01,1444732.28,0,-0.62941813,-0.7803805,1.025558,-0.14737764,2011,3,26,False,1636263.41,1607224.03,-0.11705397115737004,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31
1,2011-07-10,1630989.95,0,0.5268288,-0.0897019,1.1697521,-0.06920638,2011,3,27,True,1697229.58,1613087.28,-0.03902809070768143,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,32
1,2011-08-04,1614259.35,0,0.44604543,0.6635625,1.119367,-0.18520239,2011,3,31,False,1624383.75,1610484.8975,-0.0062327636557555355,1601845.140877193,1603955.12,89168.47034180317,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,33
1,2011-08-07,1534849.64,0,1.4346806,0.3461632,1.124551,-0.008686908,2011,3,31,True,1629391.28,1601512.405,-0.058022674578202094,1601845.140877193,1603955.12,89168.47034180317,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,34
1,2011-09-09,1540471.24,1,0.8944758,0.4936868,1.139477,-0.008686908,2011,3,36,False,1444732.28,1589538.38375,0.06626761326326847,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35
1,2011-09-12,1799682.38,0,-0.8679216,-0.37357304,1.2187443,-0.06920638,2011,3,37,False,1630989.95,1602344.98375,0.1034294723888396,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,36
1,2011-10-06,1588948.32,0,1.2863028,0.7216778,1.118578,-0.18520239,2011,4,40,False,1614259.35,1597915.555,-0.01567965519295278,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,37
1,2011-11-02,1649614.93,1,-1.2822801,-0.67756104,1.0647204,-0.14737764,2011,4,44,False,1534849.64,1600443.51125,0.07477298558052903,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,38
1,2011-11-03,1553191.63,0,-0.33870777,0.2992239,1.0947409,-0.14737764,2011,4,44,False,1540471.24,1614000.9300000002,0.008257466721676598,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,39
1,2011-11-11,1594938.89,0,-0.03370915,-0.062879436,1.1941068,-0.06920638,2011,4,45,False,1799682.38,1609494.5474999999,-0.11376645805689334,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40
1,2011-12-08,1525147.09,0,1.5627251,0.69932574,1.1329515,-0.008686908,2011,4,49,False,1588948.32,1598355.515,-0.0401531183846181,1601845.140877193,1603955.12,89168.47034180317,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,41
1,2012-01-06,1624477.58,0,1.0016375,0.39310256,1.2860674,-0.524995,2012,1,1,False,1649614.93,1609559.0074999998,-0.015238313828791483,1601845.140877193,1603955.12,89168.47034180317,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,42
1,2012-02-03,1688420.76,0,0.06795705,0.6814441,1.2669622,-0.39576042,2012,1,5,False,1553191.63,1628052.6975,0.08706532239038656,1601845.140877193,1603955.12,89168.47034180317,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43
1,2012-03-02,1636339.65,0,-0.17439319,0.077938534,1.2496802,-0.39576042,2012,1,9,False,1594938.89,1607634.85625,0.02595758386705338,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,44
1,2012-03-08,1631135.79,0,1.4500679,0.20534526,1.2860674,-0.6731422,2012,1,10,False,1525147.09,1612908.29,0.06949408400995605,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,45
1,2012-04-05,1684519.99,0,0.8697462,0.9474336,1.2860674,-0.524995,2012,2,14,False,1624477.58,1617271.4224999999,0.036961057966709454,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,46
1,2012-05-10,1670785.97,0,0.48506325,0.6523864,1.2860674,-0.8843306,2012,2,19,False,1688420.76,1631970.715,-0.010444547009715754,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,47
1,2012-06-01,1550369.92,0,-0.5887517,-0.37580824,1.2379786,-0.39576042,2012,2,22,False,1636339.65,1626399.59375,-0.052537827339207976,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,48
1,2012-06-04,1899676.88,0,0.58837813,1.2648329,1.2819822,-0.524995,2012,2,23,False,1631135.79,1673215.8175000001,0.16463441710147242,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,49
1,2012-06-07,1769854.16,0,1.2005736,-0.21934384,1.2860674,-0.6731422,2012,2,23,False,1684519.99,1691387.8900000001,0.050657855357359116,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,50
1,2012-07-09,1661767.33,1,1.3319153,0.9049647,1.2860674,-0.6731422,2012,3,28,False,1670785.97,1688056.2112500002,-0.005397842788923968,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,51
1,2012-08-06,1697230.96,0,1.0208716,0.28357747,1.2860674,-0.524995,2012,3,32,False,1550369.92,1695667.625,0.09472645083310183,1601845.140877193,1603955.12,89168.47034180317,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52
1,2012-09-03,1675431.16,0,-0.052943297,0.7686171,1.2723596,-0.39576042,2012,3,36,False,1899676.88,1701204.54625,-0.11804413811679382,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,53
1,2012-10-02,1802477.43,1,-0.6431568,0.18746361,1.252062,-0.39576042,2012,4,40,False,1769854.16,1715949.2262499998,0.018432744763557274,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,54
1,2012-10-08,1592409.97,0,1.3918159,0.3774561,1.2860674,-0.6731422,2012,4,41,False,1661767.33,1706152.22625,-0.041737106481687825,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,55
1,2012-11-05,1611096.05,0,0.7719268,0.81108606,1.2860674,-0.524995,2012,4,45,False,1697230.96,1713742.9925,-0.05075025852698323,1601845.140877193,1603955.12,89168.47034180317,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,56
1,2012-12-10,1573072.81,0,0.17951511,0.6166231,1.2860674,-0.8843306,2012,4,50,False,1675431.16,1672917.48375,-0.06109373661165518,1601845.140877193,1603955.12,89168.47034180317,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,57
10,2010-01-10,1645892.97,0,1.4445724,-0.72450036,-1.1451277,0.6475733,2010,1,1,True,,1645892.97,,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,58
10,2010-02-04,2079678.9279999996,0,0.21633476,-0.5345079,-1.1422595,0.9760184,2010,1,5,False,,1892272.4700000002,,1905260.1794736842,1870720.73,178732.21323386606,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,59
10,2010-02-07,1845893.87,0,1.5627251,-0.7759101,-1.1451277,0.7711343,2010,1,5,True,,1876812.9366666668,,1905260.1794736842,1870720.73,178732.21323386606,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60
10,2010-03-09,1766331.45,0,1.3231225,-0.53227264,-1.1451277,0.7711343,2010,1,10,False,,1849192.565,,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,61
10,2010-03-12,2079678.9279999996,0,-0.4700495,-0.63509214,-1.1389912,0.6475733,2010,1,10,False,1645892.97,1929595.3800000001,0.3677721948104562,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,62
10,2010-04-06,1931406.28,0,1.2692668,-0.8586127,-1.1451277,0.9760184,2010,2,14,False,2138651.97,1929897.1966666665,-0.09690482271409506,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,63
10,2010-05-02,2079678.9279999996,0,-0.2958431,-0.8116734,-1.1451277,1.127948,2010,2,17,True,1845893.87,1967490.2757142857,0.1880687105808525,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,64
10,2010-05-03,1987090.09,0,-0.20901465,-1.0016658,-1.1429037,1.127948,2010,2,18,False,1766331.45,1969940.2525000002,0.1249814353925478,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,65
10,2010-05-11,1832211.96,0,0.6219005,-0.7066187,-1.1451277,0.6475733,2010,2,19,False,2251206.64,1993230.12625,-0.18612004449311692,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,66
10,2010-06-08,1949236.09,0,1.451167,-0.45180523,-1.1451277,0.7711343,2010,2,23,False,1931406.28,1969553.1412499999,0.00923151704777525,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,67
10,2010-07-05,1921432.16,0,0.62299955,-0.44286442,-1.1451277,0.9760184,2010,3,27,False,2193048.75,1978995.4275,-0.12385342095108465,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,68
10,2010-08-10,1772192.42,0,0.9516287,-0.8966112,-1.1451277,0.6475733,2010,3,32,False,1987090.09,1979728.04875,-0.10814691849225622,1905260.1794736842,1870720.73,178732.21323386606,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,69
10,2010-09-04,2041069.37,0,0.30591092,-0.7177947,-1.1422998,0.9760184,2010,3,35,True,1832211.96,1953460.8900000001,0.11399194774386268,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,70
10,2010-09-07,1769793.37,0,1.5627251,-0.50321496,-1.1451277,0.7711343,2010,3,36,False,1949236.09,1933259.27625,-0.0920579712845353,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,71
10,2010-10-09,1720530.23,1,1.3363116,-0.8139086,-1.1451277,0.7711343,2010,4,40,True,1921432.16,1874194.4612500002,-0.10455842999942289,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,72
10,2010-10-12,2079678.9279999996,0,0.043227434,-0.5233318,-1.1374044,0.6475733,2010,4,41,False,1772192.42,1927281.9762499998,0.3609076434262144,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,73
10,2010-11-06,1827521.71,0,1.5627251,-0.5993288,-1.1451277,0.9760184,2010,4,44,True,2041069.37,1926695.695,-0.1046253807630263,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,74
10,2010-12-02,2079678.9279999996,1,-0.5365447,-1.1111909,-1.1450005,1.127948,2010,4,48,False,1769793.37,1955044.74875,0.22953818049391828,1905260.1794736842,1870720.73,178732.21323386606,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,75
10,2010-12-03,1941346.13,0,-0.40630203,-0.65073854,-1.142239,1.127948,2010,4,48,False,1720530.23,1957533.995,0.12834177287312176,1905260.1794736842,1870720.73,178732.21323386606,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76
10,2010-12-11,1895901.59,0,0.08334437,-0.4361588,-1.1437249,0.6475733,2010,4,49,True,2411790.21,1972997.64125,-0.21390277556520965,1905260.1794736842,1870720.73,178732.21323386606,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,77
10,2011-01-04,1827733.18,0,0.43505448,0.9988433,-1.0881554,0.32669315,2011,1,1,False,1827521.71,1946330.6175,0.00011571408363741931,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,78
10,2011-01-07,1751369.75,0,1.5627251,1.1553078,-1.0787107,0.17728499,2011,1,1,False,2176028.52,1944027.665,-0.19515312694522957,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,79
10,2011-02-09,1758587.35,0,1.5627251,1.0569587,-1.0726639,0.17728499,2011,1,6,False,1941346.13,1948784.805,-0.09414023453921627,1905260.1794736842,1870720.73,178732.21323386606,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,80
10,2011-02-12,2068097.18,0,-0.13372672,0.8401437,-1.0593704,-0.06416314,2011,1,6,True,1895901.59,1905823.17625,0.09082517305130788,1905260.1794736842,1870720.73,178732.21323386606,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,81
10,2011-03-06,1792210.89,0,1.21706,1.2693032,-1.0797428,0.32669315,2011,1,9,True,1827733.18,1901409.32375,-0.019435161755940733,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,82
10,2011-04-02,1968045.91,0,-0.8157146,0.051116064,-1.1137282,0.4842964,2011,2,13,True,1751369.75,1875411.4975,0.12371811263726573,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,83
10,2011-04-03,1958003.19,0,-0.15186177,0.77979314,-1.0997915,0.4842964,2011,2,13,True,1758587.35,1877493.63,0.11339547051785615,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,84
10,2011-04-11,1904438.59,0,0.48616236,1.1240149,-1.0604126,-0.06416314,2011,2,15,False,2068097.18,1878560.755,-0.07913486444578,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,85
10,2011-05-08,1886299.98,0,1.5627251,1.0681347,-1.076276,0.17728499,2011,2,18,True,1792210.89,1885881.605,0.05249889425680254,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,86
10,2011-06-05,1841369.99,0,0.76038635,1.5151758,-1.0798602,0.32669315,2011,2,22,True,1968045.91,1897131.635,-0.06436634397416063,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,87
10,2011-07-01,1714309.9,0,-0.8953989,-0.08523149,-1.1272207,0.4842964,2011,3,26,False,1958003.19,1891596.95375,-0.12446010877030289,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,88
10,2011-07-10,1788227.6,0,0.84007066,1.1217797,-1.0632601,-0.06416314,2011,3,27,True,1904438.59,1856613.25625,-0.06102112749143562,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,89
10,2011-08-04,1870720.73,0,0.73126036,1.1016628,-1.0855002,0.32669315,2011,3,31,False,1886299.98,1866426.98625,-0.00825915822784451,1905260.1794736842,1870720.73,178732.21323386606,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,90
10,2011-08-07,1699708.38,0,1.5627251,1.0457827,-1.0781201,0.17728499,2011,3,31,True,1841369.99,1832884.795,-0.07693272442221133,1905260.1794736842,1870720.73,178732.21323386606,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,91
10,2011-09-09,1670579.82,1,1.5627251,0.99660814,-1.0715733,0.17728499,2011,3,36,False,1714309.9,1796956.87375,-0.025508853445925905,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,92
10,2011-09-12,2079678.9279999996,0,-0.9421104,0.71273696,-1.0591258,-0.06416314,2011,3,37,False,1788227.6,1862565.9125,0.35850207210759955,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,93
10,2011-10-06,1740063.1,0,1.3654376,1.4660013,-1.0800834,0.32669315,2011,4,40,False,1870720.73,1844286.3025,-0.06984347150523096,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,94
10,2011-11-02,2079678.9279999996,1,-0.4513649,0.124877855,-1.1101607,0.4842964,2011,4,44,False,1699708.38,1878541.0925,0.2445713246409953,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,95
10,2011-11-03,1933469.15,0,0.24710938,0.6814441,-1.0963469,0.4842964,2011,4,44,False,1670579.82,1905935.9987499998,0.15736412403209799,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,96
10,2011-11-11,2076570.84,0,-0.24418567,0.7864988,-1.0601181,-0.06416314,2011,4,45,False,2429310.9,1941978.90375,-0.14520169485099654,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,97
10,2011-12-08,1917397.63,0,1.4225905,1.0480179,-1.075843,0.17728499,2011,4,49,False,1740063.1,1947813.5162499999,0.10191270075205883,1905260.1794736842,1870720.73,178732.21323386606,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,98
10,2012-01-06,1767471.48,0,1.1175919,1.5151758,-1.0309113,-0.3743264,2012,1,1,False,2115408.31,1956283.90375,-0.1644773864011152,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,99
10,2012-02-03,1990371.02,0,-0.11559166,1.2447159,-1.0389237,-0.271569,2012,1,5,False,1933469.15,1996257.80375,0.029429934271255398,1905260.1794736842,1870720.73,178732.21323386606,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100
10,2012-03-02,1867403.01,0,-0.15790679,0.48698118,-1.0464938,-0.271569,2012,1,9,False,2076570.84,1926019.3175,-0.1007275196063141,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,101
10,2012-03-08,1939440.09,0,1.375879,0.6032119,-1.0365701,-0.5079739,2012,1,10,False,1917397.63,1950941.44125,0.011496029647225736,1905260.1794736842,1870720.73,178732.21323386606,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,102
